客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
5280,,X400502,340000,30.0,XW0,,,B,2016,T0,1,ZC9,-0.1732604666760052,2978 days,,A2
5281,,X222429,620000,70.0,XW9,,,,1,T2,6,ZC0,-0.1732604666760052,2898 days,,A2
5282,,X500802,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2998 days,,A2
5283,,X122728,610000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2984 days,,A2
5284,,X421424,440000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2502 days,,A2
5285,,X120724,210000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3221 days,,A2
5286,A9,X221127,420000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3359 days,,A2
5287,,X030231,500000,99.0,XW9,X1,,,1,T1,1,,-0.1732604666760052,1919 days,,A2
5288,,X121623,510000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2930 days,,A2
5289,,X120121,510000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,2001 days,,A2
5290,,X121623,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3298 days,,A2
5291,,X121322,410000,30.0,XW0,X1,,,2011,T2,4,,-0.1732604666760052,2167 days,,A2
5292,,X320122,130000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2005 days,,A2
5293,,X030231,500000,99.0,XW4,X1,,,1,T2,3,ZC9,-0.1732604666760052,2303 days,,A2
5294,,X520122,150000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2935 days,,A2
5295,,X122727,410000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3029 days,,A2
5296,,X100602,510000,99.0,XW9,X1,,,1,T1,6,,-0.1732604666760052,2162 days,,A2
5297,,X380184,130000,20.0,XW0,X1,,,2014,T1,3,ZC3,-0.1732604666760052,2158 days,,A2
5298,,X330531,130000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2976 days,,A2
5299,,X110211,410000,30.0,XW0,,,B,2019,T0,3,,-0.1732604666760052,2901 days,,A2
5300,,X123621,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2082 days,,A2
5301,A9,X522223,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3619 days,,A2
5302,,X422421,140000,20.0,XW4,,,B,2009,T0,1,ZC0,-0.1732604666760052,3014 days,,A2
5303,,X402501,340000,20.0,XW4,,,B,2019,T0,3,,-0.1732604666760052,3018 days,,A2
5304,,X680681,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3061 days,,A2
5305,,X320523,430000,60.0,XW0,,,,1,T2,1,ZC9,-0.1732604666760052,2991 days,,A2
5306,,X322622,530000,30.0,XW0,,,B,2020,T0,4,ZC9,-0.1732604666760052,2502 days,,A2
5307,,X330133,130000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2014 days,,A2
5308,,X121621,510000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2255 days,,A2
5309,,X120724,510000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2141 days,,A2
5310,,X420424,140000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2973 days,,A2
5311,A9,X122525,610000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3380 days,,A2
5312,,X302502,430000,20.0,XW4,,,J,2016,T0,3,ZC3,-0.1732604666760052,2820 days,,A2
5313,,X720323,370000,30.0,XW0,,,B,2016,T0,N,ZC9,-0.1732604666760052,3042 days,,A2
5314,,X101304,510000,99.0,XW3,X1,,,1,T1,0,ZC9,-0.1732604666760052,2091 days,,A2
5315,,X123822,510000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,1960 days,,A2
5316,,X710112,370000,30.0,XW0,,,B,2019,T0,N,ZC9,-0.1732604666760052,2973 days,,A2
5317,A9,X420923,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3575 days,,A2
5318,,X030238,500000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2140 days,,A2
5319,,X222628,620000,60.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2198 days,,A2
5320,,X121623,510000,20.0,XW4,X1,,,2014,T0,3,ZC9,-0.1732604666760052,2083 days,,A2
5321,,X300502,130000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3216 days,,A2
5322,A9,X120322,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3563 days,,A2
5323,,X320322,130000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2164 days,,A2
5324,,X580681,350000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2941 days,,A2
5325,A9,X121123,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3612 days,,A2
5326,,X222421,620000,99.0,XW9,,,,1,T0,4,ZC3,-0.1732604666760052,2963 days,,A2
5327,,X480281,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2976 days,,A2
5328,A9,X400803,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3622 days,,A2
5329,,X080383,500000,99.0,XW0,X1,,,1,T1,6,ZC4,-0.1732604666760052,1948 days,,A2
5330,,X103101,510000,99.0,XW9,X1,,,1,T1,4,,-0.1732604666760052,2160 days,,A2
5331,,X320623,430000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2643 days,,A2
5332,,X322323,530000,99.0,XW9,,,,1,T0,0,,-0.1732604666760052,2972 days,,A2
5333,,X320422,430000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,3029 days,,A2
5334,,X100604,210000,30.0,XW0,X1,,B,2017,T0,4,ZC9,-0.1732604666760052,2508 days,,A2
5335,,X280582,420000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3048 days,,A2
5336,,X330434,130000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2310 days,,A2
5337,,X302201,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2242 days,,A2
5338,,X620722,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3186 days,,A2
5339,,X380481,130000,99.0,XW9,X1,,,1,T2,5,,-0.1732604666760052,2173 days,,A2
5340,,X220922,420000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2075 days,,A2
5341,,X504301,650000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2686 days,,A2
5342,,X320929,130000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,2344 days,,A2
5343,,X500703,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2972 days,,A2
5344,,X220822,420000,30.0,XW0,X1,,,2017,T1,3,ZC0,-0.1732604666760052,2160 days,,A2
5345,,X100902,510000,30.0,XW0,X1,,,2017,T0,1,ZC9,-0.1732604666760052,2126 days,,A2
5346,,X122324,510000,99.0,XW0,X1,,,1,T1,1,ZC0,-0.1732604666760052,1916 days,,A2
5347,,X332330,230000,99.0,XW4,,,,1,T2,6,ZC9,-0.1732604666760052,2668 days,,A2
5348,,X500207,150000,99.0,XW9,,,,1,T0,6,ZC3,-0.1732604666760052,2986 days,,A2
5349,,X522627,350000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2501 days,,A2
5350,,X502301,150000,99.0,XW0,X1,,B,2007,T2,5,ZC9,-0.1732604666760052,2499 days,,A2
5351,A9,X620421,360000,60.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,3366 days,,A2
5352,,X301102,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2000 days,,A2
5353,,X323325,530000,30.0,XW0,,,B,2006,T0,N,ZC9,-0.1732604666760052,3110 days,,A2
5354,,X301102,130000,99.0,XW9,,,,1,T2,6,ZC9,-0.1732604666760052,2644 days,,A2
5355,,X101502,510000,40.0,XW0,X1,,,1,T1,4,ZC3,5.9150818912412175,2667 days,,A2
5356,,X121522,410000,20.0,XW4,X1,,,2009,T0,3,ZC9,-0.1732604666760052,1985 days,,A2
5357,,X030236,500000,30.0,XW0,X1,,,2016,T0,3,ZC0,-0.1732604666760052,2131 days,,A2
5358,A5,X330634,130000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2076 days,F5211,A2
5359,,X721329,370000,30.0,XW0,X1,,,2009,T1,3,ZC3,-0.1732604666760052,2217 days,,A2
5360,,X280382,220000,30.0,XW0,,,B,2020,T0,3,ZC0,-0.1732604666760052,3034 days,,A2
5361,,X121521,510000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,1989 days,,A2
5362,,X122727,410000,70.0,XW0,,,,1,T2,5,ZC0,-0.1732604666760052,2884 days,,A2
5363,,X200105,220000,99.0,XW0,,,,1,T1,4,ZC9,-0.1732604666760052,2742 days,,A2
5364,,X121123,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3212 days,,A2
5365,,X123823,510000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2129 days,,A2
5366,,X520721,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3024 days,,A2
5367,,X632531,360000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2925 days,,A2
5368,,X410510,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3247 days,,A2
5369,,X080382,500000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2996 days,,A2
5370,,X320521,130000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2992 days,,A2
5371,,X121122,410000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2913 days,,A2
5372,,X133433,510000,30.0,XW0,X1,,B,2018,T0,N,ZC0,-0.1732604666760052,2930 days,,A2
5373,,X522122,150000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,2914 days,,A0
5374,,X120522,510000,30.0,XW0,X1,,B,2012,T1,6,ZC9,5.8072697414062215,2744 days,,A2
5375,,X181181,510000,99.0,XW9,X1,,,1,T1,3,,-0.1732604666760052,2073 days,,A2
5376,,X222623,620000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2415 days,,A2
5377,,X080381,500000,30.0,XW0,,,B,2019,T0,3,,-0.1732604666760052,3014 days,,A2
5378,,X220922,420000,30.0,XW0,,,B,2019,T0,N,ZC9,-0.1732604666760052,3233 days,,A2
5379,,X400406,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3314 days,,A2
5380,,X080381,500000,99.0,XW0,X1,,,1,T2,4,ZC0,-0.1732604666760052,2248 days,,A2
5381,,X123723,510000,20.0,XW4,X1,,,2007,T1,1,ZC9,-0.1732604666760052,1929 days,,A2
5382,,X323025,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3342 days,,A2
5383,,X421621,340000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3343 days,,A2
5384,,X520221,450000,99.0,XW0,,,,1,T2,3,ZC9,-0.1732604666760052,2688 days,,A2
5385,,X122726,410000,99.0,XW9,X1,,,1,T2,1,ZC4,-0.1732604666760052,2177 days,,A2
5386,,X401202,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2996 days,,A2
5387,,X121323,510000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,1921 days,,A2
5388,,X120722,510000,99.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2099 days,,A2
5389,,X425224,440000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2924 days,,A2
5390,,X222326,420000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2134 days,,A2
5391,,X532230,450000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2491 days,,A2
5392,,X121522,510000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,1992 days,,A2
5393,,X400302,340000,99.0,XW9,,,,1,T2,0,ZC9,-0.1732604666760052,2663 days,,A2
5394,,X323521,530000,30.0,XW0,,,B,2010,T2,3,ZC9,-0.1732604666760052,2976 days,,A2
5395,,X020225,500000,99.0,XW0,X1,,,1,T1,5,ZC3,-0.1732604666760052,2307 days,,A2
5396,,X101102,510000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,1989 days,,A2
5397,,X101602,510000,99.0,XW0,X1,,,1,T2,1,ZC4,-0.1732604666760052,2171 days,,A2
5398,,X600003,460000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2935 days,,A2
5399,,X680281,360000,99.0,XW9,,,,1,T2,6,ZC9,-0.1732604666760052,2640 days,,A2
5400,,X123822,510000,99.0,XW9,X1,,,1,T1,5,,-0.1732604666760052,1916 days,,A2
5401,,X303001,530000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2709 days,,A2
5402,,X622329,360000,99.0,XW0,,,,1,T1,6,ZC9,-0.1732604666760052,2692 days,,A2
5403,A9,X102501,610000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3571 days,,A2
5404,,X121528,510000,99.0,XW0,X1,,,1,T2,1,ZC4,-0.1732604666760052,2347 days,,A2
5405,A9,X422224,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3564 days,,A2
5406,,X020226,500000,99.0,XW0,X1,,,1,T2,1,ZC9,-0.1732604666760052,2360 days,,A2
5407,,X120724,410000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2500 days,,A2
5408,,X402401,340000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2877 days,,A2
5409,,X732930,370000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,3347 days,,A2
5410,,X120524,510000,99.0,XW9,X1,,,1,T0,1,,-0.1732604666760052,2136 days,,A2
5411,,X121321,210000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,3016 days,,A2
5412,,X422222,340000,99.0,XW9,,,,1,T2,5,ZC9,-0.1732604666760052,2638 days,,A2
5413,,X040243,500000,30.0,XW0,X1,,B,2018,T1,5,ZC9,-0.1732604666760052,2636 days,,A2
5414,,X630730,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3354 days,,A2
5415,,X121621,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3031 days,,A2
5416,,X100303,510000,30.0,XW0,X1,,,2012,T0,3,,-0.1732604666760052,2069 days,,A2
5417,,X200202,520000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2188 days,,A2
5418,,X040240,500000,20.0,XW4,X1,,B,2011,T1,6,ZC4,-0.1732604666760052,2360 days,,A2
5419,,X221126,420000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2031 days,,A2
5420,,X100703,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2012 days,,A2
5421,,X100802,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2349 days,,A2
5422,,X320125,130000,99.0,XW4,X1,,,1,T2,4,ZC4,-0.1732604666760052,2118 days,,A2
5423,,X322423,130000,99.0,XW9,X1,,,1,T0,0,ZC9,-0.1732604666760052,1985 days,,A2
5424,,X103701,510000,30.0,XW0,X1,,,2012,T1,4,ZC3,-0.1732604666760052,2192 days,,A2
5425,,X420721,140000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3102 days,,A0
5426,,X222727,520000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2983 days,,A2
5427,,X323127,430000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2944 days,,A2
5428,,X121129,510000,99.0,XW9,X1,,,1,T1,6,ZC4,-0.1732604666760052,2295 days,,A2
5429,,X322129,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3211 days,,A2
5430,A9,X322927,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3559 days,,A2
5431,,X500802,150000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3114 days,,A2
5432,,X381081,430000,99.0,XW0,X1,,,1,T2,6,ZC0,-0.1732604666760052,2097 days,,A2
5433,,X320528,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,1979 days,,A2
5434,,X121024,510000,99.0,XW9,X1,,,1,T0,5,ZC0,-0.1732604666760052,2062 days,,A2
5435,A9,X502302,650000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3609 days,,A2
5436,,X320421,230000,60.0,XW1,,,,1,T1,1,ZC2,5.768837880935628,2737 days,,A0
5437,,X280281,420000,30.0,XW0,X1,,,2015,T0,3,,-0.1732604666760052,1989 days,,A2
5438,,X320529,430000,99.0,XW9,,,,1,T1,1,ZC9,-0.1732604666760052,2668 days,,A2
5439,,X123821,510000,99.0,XW0,X1,,,1,T1,0,ZC3,-0.1732604666760052,1928 days,,A2
5440,,X520923,450000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2957 days,,A2
5441,,X120727,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3321 days,,A2
5442,,X321022,430000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2740 days,,A2
5443,,X123021,510000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,1950 days,,A2
5444,,X330631,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2132 days,,A2
5445,,X321025,230000,99.0,XW0,,,,1,T1,6,ZC9,-0.1732604666760052,2637 days,,A2
5446,,X421224,440000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2953 days,,A2
5447,A9,X322626,530000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3559 days,,A2
5448,,X121027,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2015 days,,A2
5449,A9,X120424,610000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3572 days,,A2
5450,,X322125,130000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2983 days,,A2
5451,,X780281,370000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2062 days,,A2
5452,,X180181,510000,20.0,XW4,X1,,,2012,T1,3,ZC0,-0.1732604666760052,1944 days,,A2
5453,,X131132,510000,60.0,XW9,X1,,,1,T0,5,ZC9,5.765920610998918,2162 days,,A2
5454,,X100704,510000,30.0,XW0,X1,,B,2015,T0,1,ZC9,-0.1732604666760052,3347 days,,A2
5455,,X700704,370000,99.0,XW0,,,,1,T2,4,ZC0,-0.1732604666760052,2683 days,,A2
5456,,X320828,130000,99.0,XW4,X1,,,1,T1,6,ZC9,-0.1732604666760052,2178 days,,A2
5457,,X420923,440000,99.0,XW9,,,,1,T0,5,ZC0,5.8191924967997375,2982 days,,A2
5458,,X520322,450000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,1981 days,,A2
5459,,X220321,420000,30.0,XW0,,,B,2019,T0,N,ZC9,-0.1732604666760052,3295 days,,A2
5460,,X202201,420000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2064 days,,A2
5461,A9,X101502,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3609 days,,A2
5462,A9,X220121,320000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3562 days,,A2
5463,,X602202,360000,99.0,XW0,,,,1,T2,6,ZC3,-0.1732604666760052,2677 days,,A2
5464,,X120722,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,1925 days,,A2
5465,,X132531,510000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,1936 days,,A2
5466,,X181082,410000,60.0,XW0,,,,1,T0,6,ZC9,-0.1732604666760052,2703 days,,A2
5467,,X030233,500000,99.0,XW0,X1,,,1,T2,6,ZC9,-0.1732604666760052,2332 days,,A2
5468,,X422625,140000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2846 days,,A2
5469,,X103902,510000,30.0,XW0,X1,,,1,T2,3,ZC3,5.9150818912412175,2200 days,,A2
5470,,X220325,420000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2512 days,,A2
5471,,X500102,650000,20.0,XW4,,,B,2013,T0,1,ZC9,-0.1732604666760052,2992 days,,A2
5472,,X210114,420000,99.0,XW0,X1,,,1,T2,6,ZC4,-0.1732604666760052,2509 days,,A2
5473,,X320426,430000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2983 days,,A2
5474,,X030238,500000,20.0,XW0,X1,,B,2012,T2,N,ZC9,-0.1732604666760052,2304 days,,A2
5475,,X422725,140000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2966 days,,A2
5476,,X222926,620000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2817 days,,A2
5477,,X420123,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3224 days,,A2
5478,,X222425,520000,20.0,XW4,X1,,B,2019,T0,3,ZC9,-0.1732604666760052,2776 days,,A2
5479,A9,X121322,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3571 days,,A2
5480,,X101302,510000,30.0,XW0,X1,,B,2019,T0,1,ZC9,-0.1732604666760052,2816 days,,A2
5481,,X210116,420000,99.0,XW0,X1,,,1,T1,1,ZC9,-0.1732604666760052,1990 days,,A2
5482,A9,X180881,210000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3369 days,,A2
5483,,X121123,510000,30.0,XW0,X1,,,2009,T0,5,,-0.1732604666760052,1983 days,,A2
5484,,X320625,130000,99.0,XW4,X1,,,1,T2,4,ZC9,-0.1732604666760052,1965 days,,A2
5485,,X101002,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,1980 days,,A2
5486,,X120623,510000,40.0,XW0,X1,,,1,T0,4,,-0.1732604666760052,2916 days,,A2
5487,,X480582,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3051 days,,A2
5488,,X080382,500000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2067 days,,A2
5489,,X380183,230000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
5490,,X332132,130000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2161 days,,A2
5491,,X121321,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2923 days,,A2
5492,A9,X181382,210000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3612 days,,A2
5493,,X422729,140000,20.0,XW4,,,B,2019,T1,3,ZC9,-0.1732604666760052,2814 days,,A2
5494,,X280381,420000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,1969 days,,A2
5495,A9,X120623,210000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3373 days,,A2
5496,,X602302,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2963 days,,A2
5497,,X100104,510000,20.0,XW4,X1,,,2016,T0,3,ZC0,-0.1732604666760052,2002 days,,A2
5498,,X320427,130000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2032 days,,A2
5499,,X220822,420000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2500 days,,A2
5500,,X121621,510000,99.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2180 days,,A2
5501,,X180184,510000,99.0,XW9,X1,,,1,T0,5,ZC0,-0.1732604666760052,2943 days,,A2
5502,,X101402,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3058 days,,A2
5503,A5,X220522,620000,30.0,XW0,,,B,2009,T2,3,ZC1,-0.1732604666760052,2742 days,A0399,A2
5504,,X222325,520000,20.0,XW0,X1,,B,2017,T1,1,ZC3,-0.1732604666760052,2528 days,,A2
5505,,X120223,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2145 days,,A2
5506,,X120624,610000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2039 days,,A2
5507,,X522223,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2936 days,,A2
5508,,X700302,370000,30.0,XW0,X1,,,1,T2,0,ZC9,-0.1732604666760052,2690 days,,A2
5509,,X600102,360000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2125 days,,A2
5510,,X320722,430000,99.0,XW9,,,,1,T2,3,ZC0,-0.1732604666760052,2666 days,,A2
5511,,X123029,510000,99.0,XW9,X1,,,1,T0,5,ZC3,-0.1732604666760052,3014 days,,A2
5512,,X120922,210000,70.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2880 days,,A2
5513,,X200302,620000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2983 days,,A2
5514,,X220527,420000,40.0,XW0,X1,,,1,T0,3,ZC9,-0.1732604666760052,2554 days,,A2
5515,,X030236,500000,30.0,XW0,X1,,B,2015,T1,1,ZC9,-0.1732604666760052,2324 days,,A2
5516,,X420525,440000,99.0,XW0,X1,,,1,T2,3,ZC0,-0.1732604666760052,2505 days,,A2
5517,,X322623,530000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2958 days,,A2
5518,,X120122,510000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,1997 days,,A2
5519,,X220822,220000,99.0,XW0,,,,1,T2,3,ZC9,-0.1732604666760052,2647 days,,A2
5520,,X520924,450000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2982 days,,A2
5521,,X320523,130000,30.0,XW0,X1,,,2016,T1,0,ZC9,-0.1732604666760052,2028 days,,A2
5522,,X330131,130000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2986 days,,A2
5523,,X320128,530000,30.0,XW0,,,B,2020,T0,N,ZC3,-0.1732604666760052,3189 days,,A2
5524,,X120129,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2082 days,,A2
5525,,X110311,510000,30.0,XW0,X1,,B,2020,T0,N,ZC9,-0.1732604666760052,3266 days,,A2
5526,A9,X421122,140000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3620 days,,A2
5527,,X502701,650000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3121 days,,A2
5528,,X320524,430000,30.0,XW4,X1,,B,2018,T1,3,ZC4,-0.1732604666760052,2501 days,,A2
5529,,X480981,440000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2982 days,,A2
5530,,X123624,510000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,1979 days,,A2
5531,,X120226,110000,99.0,XW4,X1,,,1,T2,3,ZC9,-0.1732604666760052,2324 days,,A2
5532,,X210117,420000,30.0,XW0,X1,,B,2017,T1,3,ZC9,-0.1732604666760052,2301 days,,A2
5533,,X320423,130000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2167 days,,A2
5534,,X121325,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2138 days,,A2
5535,,X020225,500000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2887 days,,A2
5536,A9,X480981,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3563 days,,A2
5537,,X320321,530000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2932 days,,A2
5538,,X522227,450000,99.0,XW0,,,,1,T2,5,ZC3,-0.1732604666760052,2682 days,,A2
5539,,X522729,450000,99.0,XW0,,,,1,T2,6,ZC0,-0.1732604666760052,2705 days,,A2
5540,,X632334,360000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2722 days,,A2
